communityName,state,population,popDens,numbUrban,pctUrban,medIncome,medRent,PctHousOccup,PctHousOwnOcc,PersPerOwnOccHous,PersPerRentOccHous,burglPerPop,larcPerPop,robbPerPop,theftComb
Bremertoncity,WA,38142,1851.6,38065,99.52,22610,390,93.79,39.07,2.27,2.38,850.87,3656.86,146.46,4654.1900000000005
RapidCitycity,SD,54523,1489.4,54523,100.0,25740,396,93.88,57.27,2.66,2.31,825.78,4999.31,42.92,5868.01
LaPalmacity,CA,15392,8169.9,15392,100.0,54364,810,97.57,74.18,3.3,2.91,870.21,2349.58,99.45,3319.24
Glenviewvillage,IL,37093,2996.2,37093,100.0,59020,777,96.98,85.4,2.82,2.31,379.21,1943.78,10.61,2333.6
Dinubacity,CA,12743,4583.8,0,0.0,22032,376,97.31,59.28,3.19,3.5,1431.61,3002.72,73.42,4507.75
TempleTerracecity,FL,16444,3209.2,16444,100.0,37156,523,93.52,62.75,2.61,2.37,740.79,2553.6,144.54,3438.93
Bendcity,OR,20469,1470.9,0,0.0,25787,442,94.69,54.12,2.47,2.18,1448.09,7650.65,106.66,9205.4
Bernardstownship,NJ,17199,691.9,15616,90.8,70000,999,95.3,83.23,2.65,2.04,248.8,919.47,0.0,1168.27
Pocatellocity,ID,46080,1610.3,46058,100.0,24955,289,91.55,63.96,2.85,2.23,685.01,3218.97,33.37,3937.3499999999995
Clearlakecity,CA,11804,1101.9,0,0.0,16600,437,70.8,65.59,2.15,2.49,3519.08,4564.89,137.4,8221.37
Gulfportcity,MS,40775,1740.1,40775,100.0,21174,343,86.63,56.7,2.51,2.37,712.65,3204.66,129.57,4046.88
Fremontcity,OH,17648,2753.9,0,0.0,25385,357,94.99,60.68,2.66,2.47,812.65,4134.64,87.85,5035.14
Midlandcity,MI,37819,1341.7,0,0.0,39087,422,95.9,69.0,2.71,1.99,276.47,2375.09,25.13,2676.6900000000005
Laurelcity,MS,18827,1180.5,0,0.0,16997,256,86.71,60.85,2.5,2.6,2290.39,6027.61,281.19,8599.19
MountVernoncity,NY,67153,14786.2,67153,100.0,34850,532,95.97,36.76,2.98,2.43,1461.77,2476.35,663.2,4601.32
Raytowncity,MO,30601,2981.4,30601,100.0,32002,427,96.07,75.03,2.51,2.0,798.01,2221.85,132.45,3152.3099999999995
Natchitochescity,LA,16609,1585.4,0,0.0,14509,305,87.59,53.87,2.67,2.63,1831.98,4310.19,207.51,6349.68
Lebanoncity,OH,10453,1087.9,0,0.0,27095,410,96.87,54.68,2.7,2.39,1008.81,3505.17,76.94,4590.919999999999
Pariscity,TX,24699,876.6,0,0.0,18743,340,87.62,59.31,2.37,2.51,2206.94,6896.69,167.92,9271.55
Hawthorneborough,NJ,17084,4854.5,17084,100.0,43109,737,96.82,65.67,2.71,2.11,462.3,1552.01,27.52,2041.83
DeSotocity,TX,30544,1365.5,30615,100.0,45550,497,92.31,69.36,2.99,2.4,1155.76,3093.28,92.8,4341.84
SunPrairiecity,WI,15333,2105.1,0,0.0,35301,465,98.02,56.32,2.99,2.37,393.21,3766.81,0.0,4160.0199999999995
Hendersonvillecity,TN,32188,1407.8,32188,100.0,38068,496,91.73,72.81,2.91,2.4,583.36,1914.08,34.95,2532.39
BoyntonBeachcity,FL,46194,2945.3,46237,100.0,28824,632,79.44,76.45,2.18,2.47,1868.8,4533.57,386.45,6788.82
Raritantownship,NJ,15616,398.2,0,0.0,61524,857,94.03,85.76,2.86,2.39,306.56,1851.85,6.26,2164.67
TraverseCitycity,MI,15116,1838.9,0,0.0,27373,439,94.6,61.69,2.5,2.03,620.92,4137.36,12.67,4770.95
Rockwallcity,TX,10486,690.4,10488,100.0,44130,543,89.29,68.35,2.74,2.42,623.57,2300.75,71.67,2995.9900000000002
Meridiancity,MS,41036,1111.6,0,0.0,18004,284,91.15,57.69,2.49,2.42,1149.69,2838.23,181.16,4169.08
NewPortRicheycity,FL,14044,3224.1,14044,100.0,18514,372,82.78,64.78,2.07,2.12,1879.65,4150.89,104.43,6134.970000000001
LowerAllentownship,PA,15254,1431.1,14221,93.23,37461,524,95.8,68.72,2.49,1.84,219.16,2339.82,25.78,2584.76
Willingborotownship,NJ,36291,4547.1,36291,100.0,47121,910,98.29,93.63,3.24,3.94,734.88,2180.41,91.52,3006.81
RidgefieldParkvillage,NJ,12454,6943.6,12454,100.0,42464,694,96.9,54.22,2.9,2.05,166.93,1009.54,15.9,1192.3700000000001
Emmetttownship,MI,10764,322.2,7265,67.6,30200,408,95.55,81.9,2.65,2.27,1347.44,3644.42,144.69,5136.55
Hinghamtown,MA,19821,851.4,18865,95.18,60274,783,96.56,84.02,2.96,2.19,602.52,1556.12,18.98,2177.62
ElDoradocity,AR,23146,1429.8,0,0.0,19205,310,89.18,64.14,2.43,2.5,1683.21,4334.16,194.38,6211.75
Westbrookcity,ME,16121,922.6,16121,100.0,29833,504,95.95,60.42,2.68,2.3,768.3,3314.5,25.4,4108.2
Newburghcity,NY,26454,6681.0,26454,100.0,22224,533,90.13,35.44,2.81,2.84,2057.84,2864.6,553.43,5475.870000000001
Butlertownship,PA,17625,788.6,0,0.0,31503,377,96.72,79.88,2.67,1.97,132.38,1618.82,3.78,1754.9799999999998
Lindencity,NJ,36701,3278.7,36701,100.0,35911,594,96.33,61.22,2.68,2.31,976.79,2671.89,244.88,3893.56
Kalamazoocity,MI,80277,3153.6,80277,100.0,23207,403,93.4,47.36,2.58,2.25,1593.2,4972.05,302.07,6867.32
ForestParkcity,GA,16925,1900.8,16925,100.0,25982,477,90.16,59.49,2.54,2.79,1705.57,6977.86,520.65,9204.08
Viennatown,VA,14852,3285.8,14852,100.0,61271,930,97.0,81.02,2.74,2.99,413.9,2376.77,25.08,2815.75
Westfieldtown,NJ,28870,4138.5,28870,100.0,66760,814,97.18,81.28,2.93,2.16,328.9,1508.88,30.52,1868.3000000000002
GrandTerracecity,CA,10946,3047.3,10946,100.0,45127,639,95.02,70.94,2.92,2.55,1806.35,2619.64,162.66,4588.65
Carsoncity,CA,83995,4303.0,83995,100.0,43882,721,97.41,78.99,3.49,3.61,1038.94,1810.4,375.79,3225.13
Berkeleytownship,NJ,37319,839.6,33118,88.74,23028,708,88.63,93.14,2.08,2.22,450.13,1470.09,13.01,1933.2299999999998
Auburncity,NY,31258,3596.7,0,0.0,22271,386,94.12,51.95,2.64,2.15,575.87,3100.6,55.31,3731.7799999999997
Hilliardcity,OH,11796,1320.6,11796,100.0,36415,530,92.23,70.97,2.86,2.55,750.22,2857.99,23.82,3632.03
Davietown,FL,47217,1411.1,47217,100.0,36843,581,90.03,73.83,2.69,2.43,1213.29,4844.56,84.21,6142.06
Greenfieldtown,MA,18666,829.1,0,0.0,26680,455,95.22,54.91,2.6,2.0,1082.37,2729.67,79.2,3891.24
Weirtoncity,WV,22124,1190.0,22124,100.0,28261,335,94.77,72.53,2.52,2.1,533.59,1336.3,18.56,1888.4499999999998
Lenoircity,NC,14192,1008.8,0,0.0,21372,317,93.55,63.11,2.39,2.31,1617.02,5689.75,248.26,7555.030000000001
Independencecity,KY,10444,614.6,10444,100.0,35951,441,93.95,75.69,3.13,2.66,552.99,1441.39,18.13,2012.5100000000002
Lomitacity,CA,19382,9868.6,19382,100.0,36222,702,95.35,45.55,2.42,2.47,1004.32,1432.0,206.63,2642.9500000000003
Milfordtown,CT,49938,2135.7,49938,100.0,44142,748,93.56,76.17,2.75,2.21,729.24,3837.69,89.63,4656.56
Kokomocity,IN,44962,3013.5,44962,100.0,26272,357,91.76,62.74,2.47,2.21,889.42,4052.98,77.53,5019.929999999999
WestMonroecity,LA,14096,1896.7,14096,100.0,18519,335,89.53,56.07,2.32,2.35,921.12,7507.45,34.63,8463.199999999999
RedWingcity,MN,15134,419.1,0,0.0,27111,337,96.71,68.88,2.68,1.84,679.67,3901.83,25.17,4606.67
RedondoBeachcity,CA,60167,9250.8,60167,100.0,51913,863,94.67,46.37,2.39,2.13,1315.08,3348.87,224.6,4888.55
Leesburgcity,FL,14903,1604.5,0,0.0,20213,358,86.65,57.67,2.14,2.48,2054.48,4200.27,324.66,6579.41
Sanfordtown,ME,20463,413.2,0,0.0,27824,454,91.94,63.49,2.8,2.34,841.51,2336.99,14.43,3192.93
Mariettacity,OH,15026,1885.0,0,0.0,20950,300,91.58,59.6,2.42,2.17,551.8,4210.73,52.55,4815.08
LakeOswegocity,OR,30576,3094.7,30444,100.0,51499,641,95.25,67.36,2.69,1.89,495.2,1865.14,29.65,2389.9900000000002
Renocity,NV,133850,2247.0,133850,100.0,28388,492,93.32,42.61,2.43,2.14,1206.22,5256.94,283.66,6746.82
Johnstontown,RI,26542,1082.6,23043,86.82,32596,488,96.25,73.52,2.83,2.0,693.96,2107.45,25.57,2826.98
GlendaleHeightsvillage,IL,27973,5254.1,27973,100.0,42822,623,94.15,69.51,3.21,2.22,277.12,2278.56,23.95,2579.6299999999997
Rockfordcity,IL,139426,2992.2,139426,100.0,28282,367,94.31,59.63,2.65,2.2,2817.74,5875.84,542.39,9235.97
LaPuentecity,CA,36955,10219.9,36955,100.0,33273,606,97.14,60.93,4.23,3.8,731.71,1292.61,435.97,2460.29
WalnutCreekcity,CA,60569,3028.4,60569,100.0,45529,720,94.59,67.73,2.23,1.86,872.61,3057.33,67.37,3997.31
Wausaucity,WI,37060,2538.7,37060,100.0,25505,360,96.08,63.0,2.58,2.25,536.91,3098.71,23.01,3658.63
UpperDarbytownship,PA,81177,9963.3,81177,100.0,32356,515,95.99,65.9,2.78,1.88,360.9,2309.53,112.63,2783.0600000000004
Louisvillecity,CO,12361,1555.2,0,0.0,43379,561,96.38,77.93,2.8,2.27,504.6,1681.99,11.21,2197.8
Napervillecity,IL,85351,2948.8,85351,100.0,60979,698,94.16,76.11,3.18,1.97,316.44,2231.29,21.6,2569.33
Hollistercity,CA,19212,3283.0,0,0.0,32857,546,94.76,55.31,3.25,3.17,1085.58,3148.18,94.99,4328.75
SaddleBrooktownship,NJ,13296,4712.2,13296,100.0,46082,743,97.24,74.56,2.87,2.17,324.18,2521.43,50.43,2896.0399999999995
Newportcity,RI,28227,3432.9,28227,100.0,30534,593,85.5,41.6,2.41,2.24,2075.36,6151.22,203.79,8430.37
Quincycity,MA,84985,4887.1,84985,100.0,35858,657,94.56,48.78,2.73,1.97,772.8,1707.73,75.74,2556.2699999999995
Eagancity,MN,47409,1419.3,47409,100.0,46612,604,94.46,68.84,2.94,2.22,472.81,2402.31,26.07,2901.19
MapleGrovecity,MN,38736,1138.5,38736,100.0,50611,710,96.63,89.78,3.16,2.46,499.04,2089.62,10.62,2599.2799999999997
RockHillcity,SC,41643,1736.3,41643,100.0,26615,438,93.54,53.87,2.67,2.6,1506.76,4817.39,254.66,6578.81
Arvadacity,CO,89235,3891.3,89090,100.0,39014,456,94.8,72.76,2.83,2.38,631.77,2681.43,49.07,3362.27
Monroecity,WI,10241,2460.1,0,0.0,26640,342,96.69,63.61,2.51,1.92,630.11,2529.86,28.21,3188.1800000000003
YubaCitycity,CA,27437,3832.0,27437,100.0,23491,391,95.62,40.71,2.56,2.52,1469.14,5441.05,134.95,7045.14
Pawtucketcity,RI,72644,8027.0,72644,100.0,26541,437,93.98,45.84,2.67,2.22,1790.8,2770.12,170.76,4731.68
Wichitacity,KS,304011,2548.6,304011,100.0,28024,395,91.25,58.93,2.6,2.18,1864.49,5186.27,423.15,7473.91
Denvilletownship,NJ,13812,1101.5,10541,76.32,59724,839,96.38,85.99,2.89,2.24,111.83,1362.97,13.98,1488.78
Lancastercity,OH,34507,2127.6,0,0.0,22430,362,94.76,59.9,2.51,2.33,629.81,3329.02,50.61,4009.44
Perriscity,CA,21460,697.7,0,0.0,28611,442,86.66,69.92,3.17,3.14,2291.2,2553.43,422.84,5267.469999999999
SaltLakeCitycity,UT,159936,1416.1,159802,99.92,22697,333,90.37,49.38,2.6,2.07,1606.12,7300.09,283.33,9189.539999999999
BlueSpringscity,MO,40153,2408.4,40124,100.0,39904,507,94.97,71.99,3.13,2.49,385.11,2809.6,55.71,3250.42
Americuscity,GA,16512,1651.9,0,0.0,18593,270,91.96,53.24,2.71,2.55,821.66,4158.93,135.07,5115.66
Bessemercity,AL,33497,835.5,33202,99.12,16331,270,91.3,59.07,2.67,2.56,2933.47,5265.29,601.66,8800.42
OakRidgecity,TN,27310,308.1,0,0.0,32615,378,92.67,66.51,2.43,2.05,778.36,4624.78,122.16,5525.299999999999
Speedwaytown,IN,13092,2658.8,13092,100.0,29547,439,94.29,48.05,2.31,1.84,533.85,5629.7,113.24,6276.79
Lakewoodcity,OH,59718,10393.0,59718,100.0,28791,409,94.66,44.53,2.71,1.79,230.31,1854.7,76.77,2161.78
Jolietcity,IL,76836,2666.1,76836,100.0,30967,403,92.2,63.11,2.85,2.46,1712.23,4803.3,357.29,6872.820000000001
Venicecity,FL,16922,2201.1,16922,100.0,27834,535,72.94,74.38,1.81,1.76,653.83,2974.61,29.45,3657.89
Madisonvillecity,KY,16200,1216.9,0,0.0,21468,273,91.41,65.28,2.48,2.24,968.01,4450.76,68.39,5487.160000000001
Corningcity,NY,11938,3710.2,0,0.0,24127,356,94.54,53.84,2.44,1.99,882.7,4888.81,50.93,5822.4400000000005
Zanesvillecity,OH,26778,2482.6,0,0.0,17658,289,91.92,56.35,2.47,2.36,837.93,3590.59,147.0,4575.52
PlantCitycity,FL,22754,1037.9,0,0.0,25268,400,89.79,65.81,2.62,2.76,2849.06,6310.78,556.96,9716.8
WestLinncity,OR,16367,2383.1,16367,100.0,45474,511,97.8,78.28,2.89,2.49,349.22,1502.73,26.46,1878.41
Burnsvillecity,MN,51288,1989.9,51288,100.0,43620,576,94.48,64.94,2.94,2.17,458.64,4075.61,28.78,4563.03
Muhlenbergtownship,PA,12636,1047.1,11469,90.76,32979,445,97.64,85.79,2.49,2.11,474.63,3018.99,62.25,3555.87
RiverEdgeborough,NJ,10603,5428.5,10603,100.0,52126,765,98.03,73.38,2.8,2.02,264.72,1150.16,27.38,1442.2600000000002
MorenoValleycity,CA,118779,2333.6,118589,99.84,42186,675,92.15,74.03,3.44,3.26,1585.59,3183.32,373.54,5142.45
Pierrecity,SD,12906,956.9,0,0.0,27373,317,93.93,60.6,2.81,2.02,909.88,4440.24,0.0,5350.12
Ramseyborough,NJ,13228,2304.4,13228,100.0,65590,962,93.81,83.73,2.93,2.34,322.18,2173.02,20.56,2515.7599999999998
CopperasCovecity,TX,24079,2479.3,24079,100.0,24596,429,86.75,49.79,3.01,2.92,1405.78,3643.96,44.9,5094.639999999999
Ketteringcity,OH,60569,3134.5,60569,100.0,34506,453,96.32,65.93,2.51,1.89,679.33,3197.02,73.8,3950.15
GrandChutetown,WI,14490,509.2,11208,77.35,39683,429,97.26,62.58,2.98,1.95,504.51,4984.53,6.73,5495.7699999999995
Dumontborough,NJ,17187,8359.4,17187,100.0,48776,676,97.61,74.32,3.02,2.09,366.8,1260.89,11.46,1639.15
Novicity,MI,32998,1046.0,32998,100.0,47518,680,93.67,72.95,2.78,2.05,493.61,3822.92,20.57,4337.099999999999
Xeniacity,OH,24664,2657.8,0,0.0,25508,392,97.03,63.97,2.73,2.55,670.42,4684.65,78.63,5433.7
SouthPortlandcity,ME,23163,1877.8,23163,100.0,31877,531,95.62,62.56,2.58,2.15,499.69,4855.4,30.95,5386.039999999999
Troycity,OH,19478,2189.3,0,0.0,29032,387,95.54,62.83,2.63,2.31,531.86,2927.69,53.67,3513.2200000000003
Melrosecity,MA,28150,5784.6,28150,100.0,44109,628,96.85,65.4,2.91,1.85,365.34,1063.13,32.88,1461.3500000000001
Berlintown,CT,16787,612.6,13303,79.25,49004,595,97.1,86.39,2.86,2.12,464.18,1761.49,41.66,2267.33
Fergusoncity,MO,22286,3480.0,22286,100.0,29450,459,93.62,68.86,2.62,2.27,1049.03,3068.08,307.25,4424.36
Paradisetown,CA,25408,1315.7,0,0.0,22954,454,94.95,72.51,2.25,2.29,923.8,1779.72,11.31,2714.83
Greenvillecity,SC,58282,2241.3,58282,100.0,23963,367,91.11,46.79,2.35,2.16,1404.39,6881.83,423.65,8709.869999999999
Pullmancity,WA,23478,3398.7,0,0.0,17886,363,97.85,31.87,2.6,2.22,333.85,1235.69,8.67,1578.21
Dickinsoncity,ND,16097,1558.0,0,0.0,21615,266,90.45,62.72,2.78,2.07,104.51,2256.24,0.0,2360.75
Nilescity,MI,12456,2336.1,12456,100.0,23700,322,94.61,58.84,2.53,2.13,1331.94,5143.22,152.45,6627.61
AgouraHillscity,CA,20390,2410.2,20390,100.0,70919,962,95.42,83.4,3.17,2.67,568.83,1090.58,39.23,1698.6399999999999
Greenvillecity,TX,23071,936.9,0,0.0,25075,402,85.99,57.7,2.63,2.5,2194.66,5495.32,268.91,7958.889999999999
Burlingamecity,CA,26801,5955.8,26801,100.0,42487,726,95.47,47.63,2.49,1.81,500.23,3166.95,82.77,3749.95
Middletoncity,WI,13289,1990.1,13289,100.0,34859,489,96.56,48.59,2.69,1.97,583.59,2533.47,48.06,3165.12
Branfordtown,CT,27603,1211.6,26804,97.11,43578,733,89.33,68.92,2.47,2.06,243.31,1252.33,25.05,1520.6899999999998
Haddontownship,NJ,14837,5324.0,14831,100.0,36215,519,97.7,69.61,2.68,1.68,918.5,3117.72,161.71,4197.929999999999
Burkburnettcity,TX,10145,1028.9,0,0.0,25943,346,90.29,75.56,2.66,2.68,343.35,2241.3,9.54,2594.19
Harrisburgcity,PA,52376,6234.9,52376,100.0,20329,363,87.52,42.43,2.52,2.29,1919.82,4384.48,992.12,7296.419999999999
Roycity,UT,24603,3514.7,24603,100.0,35018,382,96.47,80.52,3.28,2.82,468.11,2930.14,28.59,3426.84
Buffalocity,NY,328123,7798.2,328123,100.0,18482,352,89.78,43.14,2.57,2.15,2431.86,4069.85,927.67,7429.38
Albanycity,GA,78122,1359.8,78122,100.0,21885,332,91.25,47.16,2.71,2.68,3332.17,5991.13,571.68,9894.98
Lancastercity,TX,22117,732.4,22117,100.0,31489,493,91.2,63.53,2.91,2.65,1395.56,3121.21,121.17,4637.9400000000005
CapeCoralcity,FL,74991,688.6,73342,97.8,31177,533,86.26,75.11,2.49,2.55,1248.48,3000.06,25.5,4274.04
Lodiborough,NJ,22355,9533.9,22355,100.0,33311,658,94.68,43.57,2.75,2.27,655.84,2544.13,35.21,3235.1800000000003
Detroitcity,MI,1027974,7153.0,1027974,100.0,18742,372,91.23,52.91,2.85,2.55,2315.46,4293.41,1362.78,7971.65
Sarasotacity,FL,50961,3363.3,50978,100.0,24884,492,84.61,56.88,2.11,2.19,2889.16,7293.5,798.32,10980.98
BrooklynParkcity,MN,56381,2089.1,56381,100.0,40018,475,95.87,67.44,3.04,2.18,829.13,3156.44,117.97,4103.54
Dothancity,AL,53589,649.2,53583,100.0,25790,321,93.22,60.86,2.64,2.4,1484.68,5271.95,204.48,6961.11
Visaliacity,CA,75636,3107.5,75636,100.0,29463,461,96.16,60.51,2.83,2.84,1316.96,4887.72,195.32,6400.0
Highlandtown,IN,23696,3362.1,23696,100.0,39437,504,98.16,79.5,2.9,1.99,346.29,3476.09,65.75,3888.13
DelrayBeachcity,FL,47181,3070.1,47181,100.0,31146,599,77.71,70.3,2.15,2.3,2582.76,7522.44,368.69,10473.890000000001
Oxfordtown,MA,12588,456.3,8449,67.12,36682,520,96.5,72.6,3.0,2.21,587.11,1052.23,22.87,1662.21
Andrewscity,TX,10678,2163.3,0,0.0,26136,316,89.1,74.19,2.97,2.89,649.35,2249.86,9.15,2908.36
Seguincity,TX,18853,1534.3,0,0.0,19970,351,88.86,58.69,2.8,2.78,1966.5,3720.54,123.52,5810.56
UniversalCitycity,TX,13057,2268.4,13057,100.0,35615,444,90.17,57.12,2.75,2.57,547.04,3116.68,64.78,3728.5
SierraVistacity,AZ,32983,223.6,0,0.0,29590,417,90.29,45.97,2.65,2.65,643.73,2198.77,30.29,2872.79
MyrtleBeachcity,SC,24848,1548.4,24848,100.0,24869,435,72.06,46.68,2.29,2.34,3542.59,12274.59,458.83,16276.01
Hawthornecity,CA,71349,11605.2,71349,100.0,30967,629,92.89,25.55,2.96,2.48,1487.31,3271.82,1182.19,5941.32
Savannahcity,GA,137560,2121.4,137557,100.0,22102,390,88.39,50.67,2.64,2.45,1998.54,5084.84,579.07,7662.45
Pennsvilletownship,NJ,13794,576.4,13111,95.71,38025,512,96.38,75.79,2.75,2.14,205.41,1763.71,28.33,1997.45
Melvindalecity,MI,11216,3905.3,11216,100.0,26179,416,95.27,63.9,2.61,2.04,1377.79,4160.93,229.63,5768.35
EdenPrairiecity,MN,39311,1171.4,39311,100.0,52956,657,93.78,72.53,2.95,2.08,524.88,2764.92,14.47,3304.27
Greenvillecity,NC,44972,2409.0,44972,100.0,22661,374,94.26,42.12,2.54,2.21,2633.57,6442.49,685.29,9761.349999999999
KeyWestcity,FL,24832,4378.0,0,0.0,28121,608,85.3,42.06,2.27,2.35,2960.07,9398.81,538.56,12897.439999999999
SanJacintocity,CA,16210,1477.4,16210,100.0,20810,455,87.98,67.17,2.45,3.07,1680.83,1267.83,96.05,3044.71
Greenwichtown,CT,58441,1178.4,50576,86.54,65072,951,94.37,67.81,2.76,2.26,318.56,1759.68,30.34,2108.5800000000004
Sacramentocity,CA,369365,3702.5,369365,100.0,28183,495,94.19,51.32,2.56,2.44,2149.82,4967.47,614.62,7731.910000000001
Lakelandcity,FL,70576,1774.5,70576,100.0,24462,403,84.89,59.04,2.31,2.25,3034.16,8024.27,505.92,11564.35
Scrantoncity,PA,81805,3131.4,81805,100.0,21060,320,92.31,53.67,2.61,2.09,608.01,2334.64,107.37,3050.0199999999995
Centertownship,PA,10742,673.2,10286,95.75,34978,454,97.05,81.21,2.86,2.28,164.77,201.39,18.31,384.46999999999997
Joplincity,MO,40961,1331.5,40956,100.0,19420,317,90.23,60.38,2.35,2.13,1458.45,4336.07,127.12,5921.639999999999
Sparkscity,NV,53367,3615.7,53367,100.0,32420,537,94.93,54.16,2.71,2.38,1029.17,4439.17,159.67,5628.01
Colliervilletown,TN,14427,1121.5,0,0.0,47517,450,96.01,83.54,3.35,2.63,292.21,1914.45,15.11,2221.77
CityofOrangetownship,NJ,29925,13083.7,29925,100.0,27301,557,94.01,28.14,3.12,2.34,2926.09,3409.39,1308.52,7644.0
SouthGatecity,CA,86284,11329.3,86284,100.0,27279,549,97.74,48.53,3.9,3.77,1156.23,1368.42,637.66,3162.31
FortWorthcity,TX,447619,1537.2,447157,99.9,26547,403,86.55,54.53,2.7,2.43,2282.1,5715.58,597.41,8595.09
Slidellcity,LA,24124,2491.1,24124,100.0,34492,463,91.58,75.22,2.88,2.75,1219.27,6149.93,160.78,7529.9800000000005
Scottsborocity,AL,13786,286.5,0,0.0,24676,315,92.76,65.83,2.55,2.35,1086.66,3585.98,61.12,4733.76
Yanktoncity,SD,12703,1655.8,0,0.0,21344,286,95.36,61.0,2.68,1.87,661.53,2689.74,21.81,3373.0799999999995
Miramarcity,FL,40663,1322.6,40569,99.77,35794,610,94.44,77.78,2.86,2.72,1397.87,3101.59,270.95,4770.41
Oceantownship,NJ,25058,2190.2,25058,100.0,46885,596,92.51,65.3,3.02,2.11,938.32,3364.23,102.99,4405.54
Harvardtown,MA,12329,451.5,0,0.0,47299,606,94.78,46.79,3.03,3.4,31.14,77.86,0.0,109.0
Okmulgeecity,OK,13441,1017.0,0,0.0,14555,266,83.16,64.59,2.37,2.46,1486.31,4209.99,139.11,5835.409999999999
NewportBeachcity,CA,66643,4589.7,66643,100.0,60374,967,88.52,55.76,2.33,1.89,1492.47,2823.03,59.14,4374.64
Martinezcity,CA,31808,2740.2,32038,100.0,45964,676,96.49,66.73,2.57,2.16,1281.5,2359.06,100.45,3741.0099999999998
Prattvillecity,AL,19587,1027.6,19563,100.0,32493,410,95.0,77.32,2.83,2.91,1168.15,3611.39,139.85,4919.39
Montclairtownship,NJ,37729,5776.7,37729,100.0,52442,741,96.34,55.85,2.92,2.02,1535.37,3579.91,182.78,5298.0599999999995
Hollandcity,MI,25086,2853.3,25086,100.0,30469,456,94.74,65.54,2.86,2.61,609.99,4500.63,22.12,5132.74
UpperArlingtoncity,OH,34128,3421.8,34128,100.0,53140,578,97.08,81.72,2.56,1.81,364.22,2149.44,60.7,2574.3599999999997
Hopkinsvillecity,KY,29809,1415.4,0,0.0,21352,305,93.18,57.29,2.51,2.5,1360.11,3320.07,182.84,4863.02
Glendoracity,CA,47828,2371.5,47828,100.0,46116,729,96.75,73.94,2.96,2.65,907.73,2060.59,88.09,3056.4100000000003
GreenRivercity,WY,12711,1094.6,0,0.0,40378,368,91.11,71.64,3.23,2.67,487.26,2901.44,14.77,3403.47
Sumptertownship,MI,10891,279.8,85,0.78,34929,447,95.87,91.35,2.94,2.99,786.42,1671.13,17.87,2475.42
Bellinghamtown,MA,14877,776.3,7811,52.5,45397,557,97.62,81.84,3.08,2.33,345.89,841.87,19.58,1207.34
FortDodgecity,IA,25894,1737.3,0,0.0,22783,301,93.67,64.73,2.54,2.01,960.06,4103.88,47.22,5111.160000000001
MountOlivetownship,NJ,21282,674.7,18148,85.27,45828,655,93.47,52.52,3.22,2.05,394.63,988.84,31.75,1415.22
Hanoverborough,PA,14399,3807.6,0,0.0,24947,375,95.38,55.15,2.4,2.01,655.04,3535.86,40.1,4231.0
Nicevillecity,FL,10507,957.3,10507,100.0,31510,410,92.51,66.71,2.74,2.44,415.11,1519.3,24.91,1959.32
Westlakecity,OH,27018,1640.4,27018,100.0,47629,624,93.17,75.05,2.8,1.79,314.72,816.31,22.95,1153.98
Palatkacity,FL,10201,1564.6,0,0.0,14579,234,91.31,51.94,2.47,2.58,4438.06,11122.09,646.84,16206.990000000002
Glendalecity,WI,14088,2347.5,14088,100.0,40602,614,95.31,74.66,2.57,1.83,796.39,6003.01,368.14,7167.540000000001
Massilloncity,OH,31007,2268.2,31007,100.0,23819,345,94.51,67.28,2.56,2.34,827.21,2946.14,111.36,3884.71
Wenatcheecity,WA,21756,3438.1,0,0.0,22806,355,95.06,55.13,2.49,2.2,1337.95,6639.09,80.19,8057.23
Roxburytownship,NJ,20429,923.4,18018,88.2,57484,746,95.56,88.41,3.19,2.68,359.12,1464.82,28.35,1852.29
Artesiacity,CA,15464,9248.8,15464,100.0,36383,700,96.91,56.42,3.54,3.21,1666.13,2125.76,574.53,4366.42
Cudahycity,WI,18659,3790.6,18659,100.0,30031,403,97.36,58.92,2.73,2.17,570.31,2579.98,65.18,3215.47
Urbanacity,OH,11353,1775.0,0,0.0,26684,342,94.47,61.84,2.55,2.24,457.28,3641.29,50.81,4149.38
Burlingtoncity,NC,39498,1875.5,39368,100.0,26500,393,93.96,61.82,2.41,2.24,1188.93,3896.54,132.35,5217.820000000001
Hendersoncity,NV,64942,876.2,64044,98.62,38802,616,91.48,64.29,2.9,2.53,696.5,1689.9,101.77,2488.17
Champlincity,MN,16849,1989.1,16849,100.0,43218,510,98.03,87.59,3.21,2.41,592.91,1884.79,24.1,2501.7999999999997
Highlandcity,CA,34439,2450.1,34439,100.0,31561,509,90.09,61.06,2.98,3.11,1773.57,2412.97,350.15,4536.69
Hyattsvillecity,MD,13864,6251.8,13860,100.0,32793,540,95.95,50.48,2.73,2.25,1072.7,3737.36,403.12,5213.18
SouthBendcity,IN,105511,2796.3,105536,100.0,24131,410,92.36,65.94,2.54,2.26,2457.93,5494.04,432.92,8384.89
Stuartcity,FL,11936,2619.8,11936,100.0,26233,507,81.09,64.48,1.97,2.01,2120.5,5524.26,242.57,7887.33
LighthousePointcity,FL,10378,4367.8,10378,100.0,40934,561,86.28,83.77,2.15,1.76,460.53,3186.09,75.19,3721.81
Southgatecity,MI,30771,4331.5,30771,100.0,36526,503,96.99,70.24,2.82,1.8,446.92,3793.81,114.25,4354.98
